                   0                 3706                 1410                  367                   47                   11                    5                    0                    0 
                   0                 2046                 1344                  728                  109                   38                   20                    1                    0 
                   0                 1344                 1148                  918                  181                   71                   41                    7                    3 
                   0                 1008                  977                 1032                  236                   82                   62                   14                    7 
                   0                  805                  824                 1092                  255                   98                   81                   27                   13 
                   0                  696                  721                 1080                  285                   89                  117                   35                   18 
                   0                  595                  672                 1063                  287                  112                  137                   40                   21 
                   0                  549                  626                 1034                  280                  119                  161                   48                   26 
                   0                  511                  567                 1032                  294                  118                  160                   60                   33 
                   0                  478                  539                 1024                  282                  123                  165                   73                   38 
                   0                  463                  507                  991                  283                  123                  183                   78                   44 
                   0                  439                  471                  987                  287                  114                  193                   90                   50 
                   0                  423                  451                  996                  273                  110                  191                  109                   53 
                   0                  409                  435                  958                  278                  122                  195                  115                   61 
                   0                  393                  416                  925                  288                  115                  210                  123                   68 
                   0                  380                  410                  913                  271                  121                  211                  135                   74 
                   0                  370                  391                  905                  271                  117                  213                  140                   87 
                   0                  359                  376                  903                  255                  125                  208                  155                   91 
                   0                  346                  365                  883                  269                  114                  204                  167                   99 
                   0                  338                  349                  873                  257                  117                  213                  170                  107 
                   0                  333                  343                  843                  272                  110                  218                  172                  115 
                   0                  319                  332                  836                  257                  115                  222                  180                  120 
                   0                  305                  328                  822                  253                  113                  224                  191                  127 
                   0                  302                  308                  819                  245                  116                  222                  198                  136 
                   0                  293                  305                  795                  252                  117                  210                  209                  147 
                   0                  287                  293                  787                  245                  119                  216                  218                  152 
                   0                  285                  277                  782                  238                  113                  213                  233                  159 
                   0                  273                  290                  749                  242                  110                  218                  236                  167 
                   0                  275                  283                  733                  234                  111                  216                  244                  175 
                   0                  260                  278                  721                  232                  111                  218                  251                  182 
                   0                  253                  267                  723                  229                  114                  209                  260                  186 
                   0                  251                  259                  720                  223                  101                  215                  265                  194 
                   0                  244                  256                  698                  225                  114                  200                  273                  204 
                   0                  240                  250                  673                  218                  118                  214                  282                  206 
                   0                  235                  240                  657                  212                  124                  219                  282                  214 
                   0                  233                  232                  646                  208                  125                  214                  288                  224 
                   0                  230                  233                  629                  205                  113                  222                  291                  234 
                   0                  220                  238                  624                  197                  108                  222                  293                  241 
                   0                  223                  227                  602                  200                  111                  224                  293                  253 
                   0                  224                  214                  591                  196                  112                  219                  303                  260 
                   0                  222                  209                  575                  192                  119                  217                  309                  264 
